,MK,MKH,Kb,Ka,cont
CD1B,0,0,0,0,0
OR51G2,0,0,0,0,0
C3AR1,39,47,78,26,44
ENSG00000255338,0,0,0,0,0
ENSG00000260483,0,0,0,0,0
CST3,23366,45681,27186,72726,45180
TGFBR3,6277,2033,5864,3712,5057
ENSG00000271136,0,0,0,0,0
OR51A4,0,0,0,2,0
KIF23,23410,16662,25258,23981,26201
ENSG00000274265,118,88,160,124,232
GSX1,0,0,0,0,0
ENSG00000203392,25,23,35,33,37
TEX14,41,80,64,51,46
GK,377,350,430,634,596
ENSG00000276550,2331,2010,3156,4092,3280
ENSG00000186818,0,1,2,1,1
TMEM56-RWDD3,38,7,20,33,29
ENSG00000274501,2,7,19,10,13
ADAM29,1,0,3,2,1
PTGIS,0,2,0,1,3
ENSG00000243596,0,0,0,0,0
TCEB1P11,0,0,0,0,0
ZNF174,1127,885,931,1289,1230
ROMO1,5244,4687,6383,5323,5365
PLAGL1,0,4,3,11,6
LINC01301,7,3,5,8,10
PEX16,1534,1627,1503,2168,1750
AHCYP4,0,0,0,0,0
GTDC1,1898,1324,1692,2453,2331
ENSG00000233589,55,48,85,85,56
NPR3,51,311,143,354,968
DNAH6,8,58,6,23,20
ENSG00000246331,0,4,0,1,2
TXNP2,0,0,0,0,1
DZANK1,189,332,280,376,360
ENSG00000176945,2,8,0,8,2
ENSG00000279203,4,26,15,37,16
ZNRF2,1228,860,909,679,1084
ENSG00000272163,0,0,0,0,0
RSU1P1,0,0,0,0,0
RLIMP2,0,0,0,0,0
ENSG00000268777,0,0,0,0,0
ENSG00000259614,1,0,3,5,0
SALL4P5,0,0,0,0,0
ENSG00000104972,0,1,0,24,4
SIGLEC29P,0,0,0,0,1
SAGE1,0,0,0,0,0
ENSG00000262334,0,0,0,0,0
RPS7,54503,36228,52823,40371,52334
MTCO3P31,0,0,0,0,0
ENSG00000273360,0,0,0,0,0
ENSG00000227863,0,0,0,0,0
NEFM,0,0,0,0,0
RPEP2,0,0,0,0,0
ID2,109,45,71,38,103
ZNF420,1069,843,918,976,1258
ENSG00000196230,276062,214624,253690,330132,287965
MARK3,8856,10857,9193,14329,12517
ENSG00000258629,0,0,0,0,0
ENSG00000213719,121744,111568,112685,141296,138374
RBM43P1,0,0,0,0,0
ENSG00000225850,2,6,2,4,10
ARPC2,33066,31192,33766,34917,35591
ENSG00000280805,0,0,0,0,0
IL23A,16,55,8,52,44
IGFL2,0,0,0,0,0
ENSG00000235658,0,0,0,0,0
PSMC1P8,0,0,0,0,1
ENSG00000257438,9,6,27,19,15
OR2A9P,24,1,14,14,14
ENSG00000232789,0,0,0,0,0
ENSG00000275517,0,0,0,0,0
WDR60,3140,2873,3780,4526,4841
ENSG00000223536,0,0,0,0,0
NPIPB7,2,2,3,9,8
MZT1P2,0,0,1,1,2
DSC1,0,0,0,0,1
OR1D3P,0,0,0,0,0
NUAK1,9338,3180,9589,8536,8259
HS6ST2,0,0,0,1,0
ENSG00000271137,3,1,1,10,0
CCND3P2,0,0,0,0,0
ENSG00000260803,0,0,1,1,1
FAM220CP,1,5,1,0,3
ENSG00000258719,0,0,0,0,0
ENSG00000261561,0,0,0,0,0
ENSG00000272040,42,34,44,34,52
ZFPM1,510,503,612,580,537
ENSG00000270397,0,0,0,0,0
ENSG00000260244,0,1,0,0,0
GPR152,0,0,0,1,0
ENSG00000234338,10,27,16,20,28
ZC2HC1A,497,743,634,747,736
ENSG00000269189,1,4,6,7,6
PHBP15,0,0,0,0,0
DDX31,3677,2511,3695,3646,3594
ENSG00000270839,4,8,18,18,17
ENSG00000244113,2,0,0,3,2
AQP12A,0,0,0,0,0
ENSG00000229131,1,0,0,0,0
ENSG00000240291,93,102,76,103,38
ENSG00000278728,0,0,0,0,0
RPL30P7,0,0,0,0,1
ENSG00000218536,0,0,0,0,0
RASGRF2,12,43,20,30,36
GAPDHP28,0,0,0,0,0
ANKRD33B-AS1,1,2,0,2,3
GAA,2429,1545,4785,1878,3002
CXCL16,127,48,101,155,125
ENSG00000225527,7,5,3,12,6
ENSG00000248050,1,4,0,4,0
ENSG00000244733,13,7,13,10,30
BNIP3P11,12,9,6,18,13
IGHD1-20,0,0,0,0,0
KIFAP3,2017,2558,2138,3156,3339
TAT-AS1,0,0,0,0,0
IGHD4-17,0,0,0,0,0
MAL2,1347,412,278,2762,2862
ENSG00000235020,0,0,1,0,0
PRND,1,1,25,1,18
IGHD3-16,0,0,0,0,0
ENSG00000228790,0,0,0,0,0
ENSG00000204882,1,4,5,0,9
ENSG00000270792,3,8,1,5,6
SCGB1B2P,6,5,6,7,7
ENSG00000215765,0,0,0,0,0
NTN4,504,4790,495,8862,3694
ENSG00000232289,0,0,0,0,0
ENSG00000233737,0,0,0,0,0
ENSG00000221957,0,0,0,0,0
ENSG00000255669,0,2,0,2,0
ENSG00000255372,0,0,0,0,0
ENSG00000251588,0,0,0,0,0
ENSG00000234779,0,0,0,0,0
HAND1,1,1,9,4,4
ENSG00000279971,0,5,0,3,2
INVS,2521,2169,3300,2773,3142
DDX43P3,4,0,0,0,14
TUBG1P,1,3,5,2,7
ENSG00000277978,11,10,8,16,13
ENSG00000235922,0,0,0,0,0
GRK5-IT1,9,1,2,9,12
TMEM51,907,1195,1110,1640,1500
ENSG00000261716,333,484,427,467,448
ENSG00000233834,1,6,1,15,3
ENSG00000224053,0,0,0,0,0
GDPD4,0,0,0,1,5
GALM,1594,1970,1889,2069,2224
ENSG00000125498,0,0,0,0,0
NPAT,9472,8531,9662,8224,10244
SLC38A9,2134,2042,2136,3028,2845
MFSD6L,0,0,0,0,0
RPL3P12,0,0,0,0,0
UBA5,1592,1587,1934,2124,2568
OR4R3P,0,0,0,0,0
ABHD1,88,44,112,86,63
ZBTB37,2222,2850,2398,3735,2791
PLA1A,0,0,0,0,0
ATP6V1F,4336,3580,4240,5941,4917
ENSG00000269300,7,1,11,3,1
COL5A1-AS1,5,1,7,12,7
SNHG18,517,151,688,348,1128
ENSG00000255340,0,8,3,1,1
PDX1,0,0,0,0,0
BOD1L1,13603,17733,14228,20892,21954
CRIP1P3,0,0,0,0,0
ENSG00000260932,2,4,0,0,1
ACKR4,6,0,2,3,5
SPCS2P3,0,0,0,0,0
IFI44,6251,2404,2295,2441,3082
ENSG00000260158,0,0,0,0,0
RASAL3,1,2,4,8,11
ENSG00000275321,0,0,0,0,0
OR51H1,0,0,0,0,0
TERB2,0,0,0,0,0
MRPS36P3,2,0,1,0,0
WASIR2,1,6,10,2,6
DLGAP2-AS1,0,0,0,0,0
ASAP1,13798,7760,14520,9348,14028
ENSG00000254160,0,0,0,0,0
TSPY19P,0,0,0,0,0
SLITRK3,0,0,0,0,0
EN2,139,118,66,197,126
ENSG00000222012,0,2,0,1,4
ENSG00000261325,1,0,3,4,0
ENSG00000227058,0,0,0,0,0
RPL12P50,0,0,0,0,0
ENSG00000231515,0,0,0,0,0
ATP5EP2,8,6,3,6,15
ENSG00000267279,655,64,998,814,692
RCSD1,2687,3225,2875,2056,2983
MRPS7,5926,5865,7220,7673,7374
CTSC,13987,16444,13550,19183,18558
NAT16,27,33,38,93,30
ZNF121,10433,10004,10225,14556,14332
ENSG00000274977,0,0,0,0,0
ENSG00000262202,205,417,212,519,363
ENSG00000238276,0,0,0,0,0
GAS5-AS1,184,169,190,251,231
ENSG00000281654,0,0,0,0,0
ENSG00000235431,0,0,0,0,0
ENSG00000223769,0,0,0,0,0
AK3P4,0,0,0,0,0
NOS1,0,1,0,0,0
MYRF,309,702,672,629,825
ADAM24P,0,0,0,0,0
ENSG00000228202,0,0,0,0,0
SPAG11A,0,0,0,0,0
ENSG00000230768,0,0,0,0,0
ENSG00000234356,0,0,0,1,0
ENSG00000228491,0,0,0,0,0
ADORA2A-AS1,35,4,39,17,63
ENSG00000275078,0,0,0,0,0
LINC01491,0,0,0,1,0
ENSG00000235091,0,0,0,0,0
LINC01022,0,0,0,0,0
PPP3R2,1,0,0,0,0
OR7A5,0,0,1,0,0
ENSG00000218476,0,0,0,0,0
VN1R68P,0,0,0,0,0
OR2Y1,0,0,0,0,0
ENSG00000278745,0,0,0,0,0
COL12A1,22053,7991,17719,18836,21591
RPS27A,57400,31355,48162,35727,48523
ENSG00000271459,0,0,0,0,0
CPSF3L,11431,9824,10578,12385,11406
ENSG00000240667,0,0,0,0,0
ENSG00000269814,3,1,1,3,6
RPS6P8,1,1,1,0,5
KRT18P23,0,0,0,0,5
ENSG00000218418,55,45,51,77,74
ENSG00000226411,0,0,0,0,0
DGKA,925,1215,937,1235,1069
ENSG00000228051,0,1,0,0,0
ARF4-AS1,9,7,18,20,14
GANAB,43498,41690,43958,48491,48981
ENSG00000172199,0,0,0,0,0
ENSG00000250015,12,15,19,16,17
ENSG00000232964,0,0,0,0,0
ENSG00000229439,0,0,0,0,0
ENSG00000275887,0,0,0,0,0
CDKL3,75,65,88,114,105
ENSG00000237381,0,0,0,0,0
SNX25,5136,4020,4756,6183,6083
LINC00207,0,0,0,0,0
ENSG00000267038,0,0,0,0,0
RPLP1P13,22,15,10,12,19
LARS,21676,21149,23739,28155,27869
CARTPT,0,0,0,0,0
C18orf25,6718,3758,7074,7158,7454
ASB6,4482,3170,4342,4004,3812
ENSG00000276209,0,0,0,0,0
ZBTB46,704,559,1123,763,919
MRPS21P6,4,1,0,0,0
KRT18P42,2,0,0,0,1
PCDHA11,0,0,3,1,0
MRPL42P6,0,0,0,0,0
ENSG00000232906,0,0,0,0,0
KCNMB3,68,72,127,72,102
ENSG00000265374,0,0,0,0,0
MYL1,89,17,89,10,42
SLC11A1,27,35,26,63,41
AKT1S1,6586,5430,6498,8398,6908
ENSG00000267198,10,9,12,14,13
ENSG00000231986,0,0,0,0,0
ENSG00000259395,0,0,0,1,0
ENPP7P7,0,0,0,0,1
POLD4,424,519,530,918,736
ENSG00000279089,87,123,126,155,127
ENSG00000259737,0,0,0,0,0
ENSG00000256028,7,7,7,23,15
ENSG00000271173,0,0,0,0,0
NANOS2,0,0,0,1,1
KRT8P31,0,0,0,0,0
ENSG00000131484,2,5,0,0,0
ENSG00000229930,1,1,3,1,4
ENSG00000258084,0,1,0,1,0
CCDC74B,163,29,173,62,120
ANKRD19P,18,40,41,47,38
TMEM252,0,0,0,1,0
SLC24A2,9,3,9,5,6
CDKN2AIP,2838,3334,2833,4786,4115
XKRYP6,0,0,0,0,0
ENSG00000263594,0,0,0,0,0
UBE2E2-AS1,2,1,0,0,0
ENSG00000228368,1,5,2,5,4
IGHV1-17,0,0,0,0,0
OR5B1P,0,0,0,0,0
RPSAP39,1,1,0,0,0
ENSG00000272910,17,16,9,24,28
CYP51A1P3,2,9,5,5,6
LINC01229,0,0,0,0,0
ENSG00000203362,190,207,196,276,240
ENSG00000237284,0,0,0,0,0
RPL39P40,7,5,4,4,4
ENSG00000256577,0,0,0,0,0
EEF1A1P21,0,0,0,0,0
FAM90A5P,0,0,0,0,0
ENSG00000259099,0,1,1,1,1
OR4G1P,0,0,0,0,0
ENSG00000248281,0,0,0,0,0
ENSG00000212724,20,55,23,120,58
SRD5A3-AS1,22,16,16,37,29
PIGCP1,354,388,340,487,537
PIK3IP1-AS1,2,5,10,5,4
ENSG00000226570,0,0,0,1,0
ENSG00000273325,0,0,0,0,0
ENSG00000235237,0,0,0,0,1
RFX6,0,4,0,0,0
ENSG00000281248,0,0,0,0,0
IGHD5-18,0,0,0,0,0
NR3C2,1530,3628,741,3980,2051
IGKV1OR2-108,9,1,20,4,6
ENSG00000220132,0,0,0,0,0
ENSG00000271716,0,0,0,4,4
SRIP2,1,0,0,0,0
ENSG00000267188,0,0,0,0,0
ENSG00000250568,11,15,17,25,20
MED11,1524,1220,1653,2011,2029
ENSG00000272563,56,19,29,36,32
ENSG00000224603,0,0,0,0,0
ENSG00000277574,0,0,0,0,0
ENSG00000255900,0,0,0,0,0
ENSG00000224917,0,0,0,0,0
ENSG00000204801,0,0,0,0,0
ENSG00000265472,0,0,0,0,0
ENSG00000279171,0,0,0,0,0
ENSG00000232183,0,0,0,0,0
FER1L6,4,1,1,52,12
HSPB1P2,11,12,9,9,11
ENSG00000258448,7,4,6,23,8
OR5B3,0,0,0,0,0
FAM186A,3,4,8,4,11
ENSG00000259275,77,24,47,74,71
AIFM3,37,23,43,14,35
ENSG00000264104,0,0,0,0,0
ENSG00000243648,1,2,7,6,8
ZSWIM5P2,1,1,0,1,0
TOMM20P3,0,0,0,0,0
FTH1P24,1,5,6,15,14
OR51A5P,0,0,0,0,0
ENSG00000279500,43,119,79,105,55
ENSG00000263424,0,0,0,0,0
SAP18P2,0,1,0,0,0
SFTA1P,1692,1631,1209,2067,1551
MCUR1,13589,10690,12327,15691,14206
LACTBL1,0,0,0,0,0
ENSG00000177243,0,0,0,0,0
MYOF,63786,89994,73761,101167,89221
OR51A7,0,0,0,0,0
MEA1,21691,16117,19139,26758,24487
C17orf64,5,0,4,6,0
PPP1R12C,8815,8437,11203,12263,10877
CARD18,0,0,0,0,0
ENSG00000221974,0,0,0,0,0
FRAT2,779,1004,738,1407,1070
VEZF1,16681,20064,18068,23673,23076
KRT8P29,6,14,16,20,28
MTATP6P29,0,0,0,2,0
IMP3,1388,1519,1719,1781,1762
ENSG00000270790,0,0,0,0,0
ENSG00000259586,0,0,0,0,0
ENSG00000259542,2,0,0,1,1
ENSG00000273473,7,8,4,9,8
TDGF1P6,1,3,3,9,0
RPL34P17,0,0,0,0,0
ENSG00000234979,0,0,0,0,0
LINC00636,1,3,3,8,9
ALDOA,99283,103239,108984,115975,114022
ENSG00000240695,27,16,38,46,20
TREX1,0,0,0,0,0
ENSG00000238031,0,0,0,1,0
MTCO3P29,7,3,8,13,17
ALDH7A1P4,0,0,0,0,0
ENSG00000274489,0,0,0,0,0
ENSG00000265091,0,0,2,1,1
AKR1C3,10617,4605,8502,2850,8702
ENSG00000272130,0,1,0,0,0
ENSG00000233430,0,0,0,1,1
MIR4652,0,0,0,0,0
PIP4K2A,8827,12608,13318,12533,12743
ENSG00000227842,1,0,0,1,0
RNU4-58P,0,0,0,0,0
ENSG00000259598,0,0,0,0,0
ENSG00000258921,0,0,0,0,0
PDCL2,3,6,2,0,1
ENSG00000206858,0,0,0,1,0
OR10AE3P,0,0,0,0,0
RN7SL270P,0,0,1,1,0
ENSG00000250602,27,38,29,33,24
ENSG00000279739,0,0,0,0,0
CASKP1,0,0,0,0,0
ENSG00000241131,0,0,0,0,0
BAZ1B,34193,33848,32950,44648,41996
RNU6-1034P,1,1,0,0,0
UMODL1-AS1,0,0,0,0,0
ENSG00000228010,2,2,14,3,5
ENSG00000253947,0,0,0,0,0
ENSG00000277371,2,6,1,7,11
TSPYL4,2082,903,1070,1507,1414
RNU6-268P,1,1,0,1,2
ENSG00000215796,1,0,3,8,2
ENSG00000253357,0,0,0,0,0
RNU6-755P,0,0,0,0,0
LZIC,4371,3767,4073,5541,4896
ENSG00000257426,0,0,0,0,1
NDUFB2P1,0,0,0,0,0
ENSG00000279244,0,0,1,1,0
ENSG00000243062,0,0,0,0,0
ELF3,247,396,377,644,935
ENSG00000248927,6,3,1,4,16
ENSG00000207365,0,0,0,0,0
ENSG00000273680,19,42,32,60,42
SKP2,7317,4358,9630,4869,7154
RDH16,16,5,10,14,12
ENSG00000265816,0,0,0,0,0
ENSG00000228614,5,12,16,17,10
ENSG00000268201,44,58,49,82,48
IPO7P1,13,8,9,13,14
MIR644A,0,1,9,7,6
CBLB,1869,1196,2067,1720,2458
RN7SKP150,6,6,1,18,4
FCHSD1,2827,3739,4463,5257,4471
NAE1,5912,4760,6813,7796,7450
PDC,1,3,0,1,1
ENSG00000206977,3,1,0,0,1
OPCML-IT1,0,0,0,0,0
ENSG00000224056,0,0,0,0,0
MIR6865,1,2,6,2,2
PTGR1,4593,5820,6324,4292,6476
FAM133B,1300,1397,1718,2199,1972
ZSCAN22,1049,1396,1196,1818,1556
RN7SL757P,0,0,1,1,0
ENSG00000251159,0,0,0,0,0
ENSG00000253059,0,1,1,1,1
MIR548J,1,1,0,2,0
RNU6-244P,0,0,0,0,0
GNG11,10294,5381,8289,4176,6025
ENSG00000212377,0,0,0,0,0
EIF4HP1,61,83,107,115,101
MIR4804,0,1,6,1,2
RN7SL376P,2,6,0,2,2
RNY4P7,1,4,5,0,3
CITED1,63,235,98,495,274
MORF4L1P1,540,620,642,770,785
RNU6-137P,1,1,4,1,3
EME1,1395,1107,1518,1711,1500
ENSG00000229295,0,0,0,0,0
CAMKV,0,0,0,0,0
RN7SL104P,0,0,0,0,0
C1orf116,244,204,244,268,336
ENSG00000253041,0,0,0,0,0
ZNF527,761,998,772,1291,1302
ENSG00000225551,1,1,0,0,0
MAP4K2,3360,2218,4029,3173,3305
ENSG00000201816,0,0,0,0,0
NCR3LG1,267,176,223,275,248
ENSG00000214614,0,0,0,0,0
LINC01330,0,0,0,1,0
RNU6-1006P,0,0,0,0,0
HAVCR2,3,0,5,2,14
OIT3,1,2,0,2,1
RN7SL49P,23,20,23,45,16
LINC00303,2,0,0,2,0
RNU6-1181P,0,1,0,0,0
ATP5HP2,1,0,1,5,0
FAM185A,581,668,571,839,865
ENSG00000206912,0,0,0,0,0
TENM2,1,0,1,17,353
MIR3132,0,0,0,0,0
ENSG00000248533,0,0,0,0,0
RN7SL837P,0,0,0,0,0
CHST12,1810,1971,2532,2433,2563
MIR8086,0,0,0,0,0
RNU6-699P,0,0,0,0,0
ENSG00000279238,1,1,7,13,5
RPSAP37,0,0,0,0,0
ENSG00000264591,0,0,0,0,0
FYTTD1,7923,7260,7778,9324,10821
CRYBB2,5,4,1,0,4
ENSG00000268674,0,0,0,0,0
SLC35G5,1,5,6,3,5
ENSG00000230230,0,0,0,0,0
RNU1-43P,0,0,0,0,0
ENSG00000226267,0,0,0,0,0
LINC00615,5,8,8,5,9
ENSG00000254823,0,0,0,0,0
MIR1197,0,0,0,0,0
SCARNA4,0,0,0,0,0
ENSG00000259331,0,0,0,0,0
ZFYVE27,2004,1818,2295,2831,2686
RNA5SP162,0,0,0,0,0
ENSG00000201843,0,0,0,0,0
EEF1A1P8,34,27,14,26,17
SNORD116-1,0,0,0,0,0
FERMT3,152,223,150,271,185
SPSB4,0,0,0,0,0
MIR4440,0,1,0,2,0
MIR4515,1,0,0,0,0
ENSG00000261604,8,9,9,4,13
PHC1P1,30,54,79,100,64
ENSG00000207130,0,0,0,0,0
RBBP5,5265,5045,5804,6645,6805
PIH1D1,8651,12128,10581,11687,12119
ENSG00000200991,0,0,0,1,0
PSKH2,0,0,0,0,0
ENSG00000258907,0,0,0,0,0
RNU6-885P,0,0,0,0,0
ARSB,2961,4832,3135,5721,4689
RN7SL183P,0,0,0,0,0
RNU6-1079P,2,0,0,0,1
ENSG00000204287,768,5227,1727,1667,6338
ENSG00000260521,0,0,4,0,0
NT5C,2075,2117,2820,2541,2630
RNU6-895P,0,0,0,0,0
ARRB2,2538,947,1379,2984,2264
RPS2P4,6,3,8,6,3
CHST11,16924,13535,13701,21644,20950
AGAP3,11136,8119,10433,10801,10015
ENSG00000277654,0,0,0,0,0
ASPN,4,11,10,11,11
ENSG00000228341,1,1,0,1,0
DSG2,12772,11184,13518,17615,15661
ENSG00000232286,0,0,0,0,0
COPS8,5640,5394,5549,7823,7812
TRDV1,0,0,0,0,0
ENSG00000274058,0,0,0,0,0
ADD2,2,7,4,0,9
ENSG00000229444,11,12,12,18,7
FAM167A-AS1,0,1,2,4,1
PDHA1P1,1,2,1,8,7
ENSG00000248539,0,0,0,0,0
UBXN2A,5465,3912,5250,5164,6354
NPM1P24,52,78,57,69,44
TRAV26-1,0,0,0,0,0
ENSG00000224307,0,1,0,5,0
KRT1,0,0,0,0,0
ENSG00000266774,0,0,0,0,0
ENDOU,0,6,0,3,4
ENSG00000259608,0,0,0,0,0
C2orf27AP3,1,1,0,4,0
CSMD2-AS1,0,0,0,0,0
PLCG1-AS1,22,37,23,54,41
CCER1,1,0,0,1,1
FOXC1,2005,1130,1386,2300,2151
ENSG00000227016,0,0,0,0,0
ENSG00000261728,1,2,0,2,0
KRTAP5-10,0,0,0,1,0
ENSG00000220130,1,2,0,0,0
ENSG00000253452,0,0,0,0,0
ENSG00000258957,5,8,7,9,12
ENSG00000204536,8142,6462,8013,10376,8474
ENSG00000253524,0,0,0,0,0
CEP250,21452,22887,29584,33534,31200
ENSG00000272457,7,12,4,6,6
ENSG00000253923,5,1,1,5,2
MTND5P41,0,0,0,0,0
ENSG00000241352,11,14,16,12,6
ENSG00000254320,0,0,0,0,0
CSNK2A3,85,56,81,57,69
ENSG00000232301,0,0,0,0,0
ENSG00000228403,0,0,0,0,0
ENSG00000232445,299,159,321,265,372
ENSG00000243508,1,3,5,3,4
ENSG00000278273,0,0,0,0,0
PWRN2,0,0,0,0,0
ENSG00000261259,0,0,0,0,0
HOXC5,0,1,4,1,11
HSPE1P14,0,0,0,0,0
SMPD4,12256,7747,12252,10277,11443
ENSG00000270830,0,0,0,0,0
ENSG00000272682,5,2,1,3,4
ENSG00000255351,0,0,0,0,0
DNAJB5-AS1,0,1,4,1,2
ENSG00000243636,0,2,0,0,0
MFAP3,3295,3405,3675,3982,4578
RPS12P15,0,0,0,0,0
IGLV2-23,0,0,0,0,0
ITPKC,1534,1140,1356,1685,1805
USP9YP7,0,0,0,0,0
RSRC2,10936,11451,13348,16774,16926
PNMA6B,0,0,0,0,0
ZNF778,701,954,778,1244,1096
PHYHD1,2421,4064,3703,3850,3559
STAG1,7402,7519,7566,9629,9008
VN1R40P,0,0,0,0,0
ENSG00000261497,0,0,0,0,0
TMEM106A,798,550,801,660,714
CRYM,1,3,6,9,0
CEP350,18795,19689,20951,24755,24350
MAT2A,11824,12017,14057,15965,16405
ENSG00000272483,1,2,1,0,0
ENSG00000280151,0,3,0,0,0
CCDC86,3238,2820,2706,3951,3510
RPL5P8,1,1,0,0,0
ENSG00000267466,0,0,0,1,0
ENSG00000227080,0,0,0,1,0
PTGER2,25,150,26,201,114
KLF17P1,4,0,0,0,0
ENSG00000270708,0,0,7,2,1
KCNK3,9,6,7,1,8
LHX4,730,431,526,509,455
HSPE1,3309,1577,3004,2483,3072
FASTK,6727,5804,7788,8633,7478
ENSG00000259605,56,51,52,68,70
ENSG00000226946,0,0,0,0,0
ENSG00000280105,0,0,0,2,0
LINC00265-2P,0,0,0,0,0
NBEA,993,1671,1124,2341,1605
IGHD5-12,0,0,0,0,0
ENSG00000238082,7,8,1,7,14
ENSG00000229831,0,1,0,0,0
ENSG00000165131,0,0,0,0,0
ENSG00000253745,0,0,0,0,0
ENSG00000250386,0,0,0,0,0
VIPR2,0,1,0,0,1
CDH19,0,0,6,0,0
RABIF,2720,2793,2956,4179,3962
ENSG00000176956,0,0,0,0,0
PADI2,0,2,3,2,3
LPAR6,39,39,41,51,33
HNRNPDL,26896,24196,26530,33311,34998
CITED4,61,212,99,110,153
FNDC3B,17015,17294,17158,19553,23742
MIR3142HG,59,282,82,73,96
ENSG00000251352,0,0,0,0,0
DGAT2L7P,0,0,1,0,0
ENSG00000278610,0,0,1,3,1
ENSG00000269505,0,0,0,0,0
ENSG00000277672,52,62,39,44,56
ENSG00000270020,11,45,16,70,34
ENSG00000151572,2,0,3,1,4
ENSG00000261672,0,0,0,0,0
MRPS31P4,42,60,37,75,63
ENSG00000280143,4,8,0,7,12
ENSG00000240710,0,1,6,5,0
ENSG00000182372,1137,1733,1615,1939,1581
GSTA4,1604,654,2011,989,1353
IGKV1OR-2,0,1,0,0,1
ENSG00000249150,1,0,0,0,0
ENSG00000254076,0,0,0,0,0
ENSG00000267012,0,0,0,0,0
ENSG00000280811,0,0,0,0,0
ENSG00000230532,0,0,0,0,0
ENSG00000253288,0,0,0,0,1
RPS23P8,295,250,303,253,251
ATP10D,8447,9325,9940,12598,12077
ENSG00000254361,0,0,0,0,0
IGHV1-3,0,0,0,0,0
TMED4,12479,8980,12035,10407,12212
ENSG00000244650,0,0,0,0,0
ENSG00000229189,0,0,0,0,0
ZBED2,4,0,4,5,8
ENSG00000243347,0,1,0,0,0
ENSG00000228674,1,0,1,0,0
ENSG00000256947,0,0,0,0,0
ENSG00000152253,2857,1911,2821,2774,3380
C11orf65,52,48,80,74,76
ENSG00000231005,0,0,0,0,0
PPP1R12B,1592,1965,1914,2877,2229
HNRNPA1P5,0,0,0,2,3
C11orf53,0,0,0,0,0
ENSG00000259350,0,0,0,0,0
KRT18P47,2,0,0,0,0
BCL9L,14992,15243,14031,13474,13652
ENSG00000270852,0,0,0,0,0
LIPT1P1,0,0,1,0,0
ST7-OT4,21,15,19,29,9
ENSG00000278934,0,0,0,0,0
ENSG00000261549,7,4,4,3,6
ENSG00000250006,0,0,0,0,0
DUTP4,0,0,0,0,0
GABRA5,0,0,0,0,0
ENSG00000261038,0,0,0,0,0
ENSG00000220908,0,0,0,0,0
HIGD1AP4,0,0,0,0,0
XCL2,1,0,0,0,0
PCYT2,8621,8860,10825,10044,8580
ALAS2,3,6,10,14,5
CSRP1,21420,22898,24976,24998,23172
EIF4A2,35269,31569,36577,40306,43394
NOL3,1678,2137,2352,2750,2118
FGF14,53,106,38,162,80
GDI1,13031,13719,9909,21335,17516
ENSG00000249030,0,0,0,0,0
ATP6V0E2,5189,4623,4809,6022,4538
HYDIN,255,192,310,364,274
SCG2,430,291,1227,537,3160
ENSG00000257500,0,0,0,0,0
ENSG00000224234,0,0,0,0,0
ENSG00000228907,0,0,0,0,0
ENSG00000225066,0,0,0,0,0
KRT75,0,0,0,0,0
ENSG00000276970,0,0,0,0,0
CASD1,1128,1394,1313,1742,1800
ENSG00000253593,0,0,1,0,1
AIRE,0,0,0,0,1
PDE12,11473,12315,13818,15003,17725
ENSG00000280345,0,0,0,0,0
RALBP1,19199,13020,20887,21571,22630
ENSG00000275562,4,4,4,4,6
CREM,2488,2028,1972,2903,2736
ENSG00000229657,0,0,0,0,0
ENSG00000230718,0,1,0,0,1
ENSG00000228742,443,420,555,833,604
ENSG00000279061,0,0,0,0,0
ENSG00000258488,0,0,0,0,0
CT62,34,16,28,60,66
ENSG00000214380,0,3,0,1,0
RAD21,44999,46214,53764,60430,66615
ENSG00000235966,0,0,0,0,0
KRT6A,0,0,0,0,0
ENSG00000231225,0,0,0,0,0
SLC16A6P1,2,5,8,4,4
ENSG00000272885,23,35,23,30,16
MRPS18BP1,0,0,0,0,0
ENSG00000260626,0,0,0,0,0
PLGLA,0,0,0,0,0
ENSG00000232272,0,0,0,0,0
HMGB3P26,0,0,0,0,1
FRG1JP,646,451,722,345,640
ZNF592,4683,5505,7222,7688,6413
MTND4LP11,0,0,1,0,0
ENSG00000253270,0,0,0,5,1
ENSG00000231676,0,0,0,0,0
ENSG00000253995,0,0,0,0,0
C1orf111,9,13,10,17,7
SH2B3,19922,33124,19411,24379,22055
ENSG00000226079,0,0,0,0,0
KCNK18,0,0,0,0,0
TRAV22,0,0,0,0,0
TCEB1P18,0,0,0,0,1
ENSG00000277423,12,17,21,8,21
ENSG00000225471,1,30,3,58,17
ENSG00000265113,0,4,0,0,1
ENSG00000234681,0,0,0,0,0
NBAT1,0,0,0,0,0
ENSG00000206440,0,0,0,0,0
ENSG00000251432,73,146,148,99,135
ENSG00000276188,2,1,2,0,3
ENSG00000261568,0,0,0,0,0
HS3ST1,1816,1300,1463,2646,2359
ENSG00000259522,5,0,7,0,0
ENSG00000206430,0,0,0,0,0
SMIM24,1,2,5,2,9
ENSG00000280238,3,2,2,2,1
HNRNPH1,66713,57364,76291,74102,82227
ENSG00000234521,0,1,0,0,0
USP25,5361,4820,6009,6384,7437
ENSG00000237860,0,0,0,0,0
ENSG00000228220,0,0,0,0,0
TRMT13,938,1098,1220,1630,1578
ENSG00000255595,0,0,0,0,0
ENSG00000275173,0,1,0,1,0
